value,"Temperature, K",property,unit,cmp_ids_solvent,cmp_mole_fractions_solvent,cmp_ids_drug,cmp_mole_fractions_drug
1.0309,303.15,Log solubility,g/L,"[155.0, 151.0]","[0.193, 0.807]",[73],[1.0]
1.1187,308.15,Log solubility,g/L,"[155.0, 151.0]","[0.193, 0.807]",[73],[1.0]
1.1796,313.15,Log solubility,g/L,"[155.0, 151.0]","[0.193, 0.807]",[73],[1.0]
1.2586,318.15,Log solubility,g/L,"[155.0, 151.0]","[0.193, 0.807]",[73],[1.0]
1.3209,323.15,Log solubility,g/L,"[155.0, 151.0]","[0.193, 0.807]",[73],[1.0]
1.39,328.15,Log solubility,g/L,"[155.0, 151.0]","[0.193, 0.807]",[73],[1.0]
0.7836,288.15,Log solubility,g/L,"[155.0, 151.0]","[0.272, 0.728]",[73],[1.0]
0.8605,293.15,Log solubility,g/L,"[155.0, 151.0]","[0.272, 0.728]",[73],[1.0]
0.9408,298.15,Log solubility,g/L,"[155.0, 151.0]","[0.272, 0.728]",[73],[1.0]
1.0169,303.15,Log solubility,g/L,"[155.0, 151.0]","[0.272, 0.728]",[73],[1.0]
1.1024,308.15,Log solubility,g/L,"[155.0, 151.0]","[0.272, 0.728]",[73],[1.0]
1.171,313.15,Log solubility,g/L,"[155.0, 151.0]","[0.272, 0.728]",[73],[1.0]
1.2475,318.15,Log solubility,g/L,"[155.0, 151.0]","[0.272, 0.728]",[73],[1.0]
1.2913,323.15,Log solubility,g/L,"[155.0, 151.0]","[0.272, 0.728]",[73],[1.0]
1.3601,328.15,Log solubility,g/L,"[155.0, 151.0]","[0.272, 0.728]",[73],[1.0]
0.7713,288.15,Log solubility,g/L,"[155.0, 151.0]","[0.359, 0.6409999999999999]",[73],[1.0]
0.8339,293.15,Log solubility,g/L,"[155.0, 151.0]","[0.359, 0.6409999999999999]",[73],[1.0]
0.9137,298.15,Log solubility,g/L,"[155.0, 151.0]","[0.359, 0.6409999999999999]",[73],[1.0]
0.9977,303.15,Log solubility,g/L,"[155.0, 151.0]","[0.359, 0.6409999999999999]",[73],[1.0]
1.0818,308.15,Log solubility,g/L,"[155.0, 151.0]","[0.359, 0.6409999999999999]",[73],[1.0]
1.1469,313.15,Log solubility,g/L,"[155.0, 151.0]","[0.359, 0.6409999999999999]",[73],[1.0]
1.2259,318.15,Log solubility,g/L,"[155.0, 151.0]","[0.359, 0.6409999999999999]",[73],[1.0]
1.2652,323.15,Log solubility,g/L,"[155.0, 151.0]","[0.359, 0.6409999999999999]",[73],[1.0]
1.333,328.15,Log solubility,g/L,"[155.0, 151.0]","[0.359, 0.6409999999999999]",[73],[1.0]
0.7508,288.15,Log solubility,g/L,"[155.0, 151.0]","[0.456, 0.544]",[73],[1.0]
0.812,293.15,Log solubility,g/L,"[155.0, 151.0]","[0.456, 0.544]",[73],[1.0]
0.8807,298.15,Log solubility,g/L,"[155.0, 151.0]","[0.456, 0.544]",[73],[1.0]
0.9773,303.15,Log solubility,g/L,"[155.0, 151.0]","[0.456, 0.544]",[73],[1.0]
1.0667,308.15,Log solubility,g/L,"[155.0, 151.0]","[0.456, 0.544]",[73],[1.0]
1.133,313.15,Log solubility,g/L,"[155.0, 151.0]","[0.456, 0.544]",[73],[1.0]
1.1909,318.15,Log solubility,g/L,"[155.0, 151.0]","[0.456, 0.544]",[73],[1.0]
1.2424,323.15,Log solubility,g/L,"[155.0, 151.0]","[0.456, 0.544]",[73],[1.0]
1.3026,328.15,Log solubility,g/L,"[155.0, 151.0]","[0.456, 0.544]",[73],[1.0]
0.722,288.15,Log solubility,g/L,"[155.0, 151.0]","[0.5660000000000001, 0.434]",[73],[1.0]
0.7769,293.15,Log solubility,g/L,"[155.0, 151.0]","[0.5660000000000001, 0.434]",[73],[1.0]
0.8653,298.15,Log solubility,g/L,"[155.0, 151.0]","[0.5660000000000001, 0.434]",[73],[1.0]
0.9628,303.15,Log solubility,g/L,"[155.0, 151.0]","[0.5660000000000001, 0.434]",[73],[1.0]
1.0202,308.15,Log solubility,g/L,"[155.0, 151.0]","[0.5660000000000001, 0.434]",[73],[1.0]
1.0948,313.15,Log solubility,g/L,"[155.0, 151.0]","[0.5660000000000001, 0.434]",[73],[1.0]
1.1566,318.15,Log solubility,g/L,"[155.0, 151.0]","[0.5660000000000001, 0.434]",[73],[1.0]
1.2113,323.15,Log solubility,g/L,"[155.0, 151.0]","[0.5660000000000001, 0.434]",[73],[1.0]
1.2725,328.15,Log solubility,g/L,"[155.0, 151.0]","[0.5660000000000001, 0.434]",[73],[1.0]
0.7042,288.15,Log solubility,g/L,"[155.0, 151.0]","[0.691, 0.309]",[73],[1.0]
0.7736,293.15,Log solubility,g/L,"[155.0, 151.0]","[0.691, 0.309]",[73],[1.0]
0.8195,298.15,Log solubility,g/L,"[155.0, 151.0]","[0.691, 0.309]",[73],[1.0]
0.9195,303.15,Log solubility,g/L,"[155.0, 151.0]","[0.691, 0.309]",[73],[1.0]
0.9852,308.15,Log solubility,g/L,"[155.0, 151.0]","[0.691, 0.309]",[73],[1.0]
1.0576,313.15,Log solubility,g/L,"[155.0, 151.0]","[0.691, 0.309]",[73],[1.0]
1.1231,318.15,Log solubility,g/L,"[155.0, 151.0]","[0.691, 0.309]",[73],[1.0]
1.1808,323.15,Log solubility,g/L,"[155.0, 151.0]","[0.691, 0.309]",[73],[1.0]
1.2365,328.15,Log solubility,g/L,"[155.0, 151.0]","[0.691, 0.309]",[73],[1.0]
0.9203,288.15,Log solubility,g/L,"[156.0, 151.0]","[0.077, 0.9229999999999999]",[73],[1.0]
0.951,293.15,Log solubility,g/L,"[156.0, 151.0]","[0.077, 0.9229999999999999]",[73],[1.0]
1.0266,298.15,Log solubility,g/L,"[156.0, 151.0]","[0.077, 0.9229999999999999]",[73],[1.0]
1.0905,303.15,Log solubility,g/L,"[156.0, 151.0]","[0.077, 0.9229999999999999]",[73],[1.0]
1.1744,308.15,Log solubility,g/L,"[156.0, 151.0]","[0.077, 0.9229999999999999]",[73],[1.0]
1.244,313.15,Log solubility,g/L,"[156.0, 151.0]","[0.077, 0.9229999999999999]",[73],[1.0]
1.3132,318.15,Log solubility,g/L,"[156.0, 151.0]","[0.077, 0.9229999999999999]",[73],[1.0]
1.3887,323.15,Log solubility,g/L,"[156.0, 151.0]","[0.077, 0.9229999999999999]",[73],[1.0]
1.4397,328.15,Log solubility,g/L,"[156.0, 151.0]","[0.077, 0.9229999999999999]",[73],[1.0]
0.9383,288.15,Log solubility,g/L,"[156.0, 151.0]","[0.157, 0.843]",[73],[1.0]
0.9774,293.15,Log solubility,g/L,"[156.0, 151.0]","[0.157, 0.843]",[73],[1.0]
1.0371,298.15,Log solubility,g/L,"[156.0, 151.0]","[0.157, 0.843]",[73],[1.0]
1.1053,303.15,Log solubility,g/L,"[156.0, 151.0]","[0.157, 0.843]",[73],[1.0]
1.1806,308.15,Log solubility,g/L,"[156.0, 151.0]","[0.157, 0.843]",[73],[1.0]
1.2471,313.15,Log solubility,g/L,"[156.0, 151.0]","[0.157, 0.843]",[73],[1.0]
1.3185,318.15,Log solubility,g/L,"[156.0, 151.0]","[0.157, 0.843]",[73],[1.0]
1.3833,323.15,Log solubility,g/L,"[156.0, 151.0]","[0.157, 0.843]",[73],[1.0]
1.4407,328.15,Log solubility,g/L,"[156.0, 151.0]","[0.157, 0.843]",[73],[1.0]
0.9478,288.15,Log solubility,g/L,"[156.0, 151.0]","[0.242, 0.758]",[73],[1.0]
0.9947,293.15,Log solubility,g/L,"[156.0, 151.0]","[0.242, 0.758]",[73],[1.0]
1.0711,298.15,Log solubility,g/L,"[156.0, 151.0]","[0.242, 0.758]",[73],[1.0]
1.1322,303.15,Log solubility,g/L,"[156.0, 151.0]","[0.242, 0.758]",[73],[1.0]
1.1792,308.15,Log solubility,g/L,"[156.0, 151.0]","[0.242, 0.758]",[73],[1.0]
1.2492,313.15,Log solubility,g/L,"[156.0, 151.0]","[0.242, 0.758]",[73],[1.0]
1.3273,318.15,Log solubility,g/L,"[156.0, 151.0]","[0.242, 0.758]",[73],[1.0]
1.3985,323.15,Log solubility,g/L,"[156.0, 151.0]","[0.242, 0.758]",[73],[1.0]
1.4575,328.15,Log solubility,g/L,"[156.0, 151.0]","[0.242, 0.758]",[73],[1.0]
0.9607,288.15,Log solubility,g/L,"[156.0, 151.0]","[0.332, 0.6679999999999999]",[73],[1.0]
0.9999,293.15,Log solubility,g/L,"[156.0, 151.0]","[0.332, 0.6679999999999999]",[73],[1.0]
1.0728,298.15,Log solubility,g/L,"[156.0, 151.0]","[0.332, 0.6679999999999999]",[73],[1.0]
1.1316,303.15,Log solubility,g/L,"[156.0, 151.0]","[0.332, 0.6679999999999999]",[73],[1.0]
1.1863,308.15,Log solubility,g/L,"[156.0, 151.0]","[0.332, 0.6679999999999999]",[73],[1.0]
1.2633,313.15,Log solubility,g/L,"[156.0, 151.0]","[0.332, 0.6679999999999999]",[73],[1.0]
1.3305,318.15,Log solubility,g/L,"[156.0, 151.0]","[0.332, 0.6679999999999999]",[73],[1.0]
1.3958,323.15,Log solubility,g/L,"[156.0, 151.0]","[0.332, 0.6679999999999999]",[73],[1.0]
1.457,328.15,Log solubility,g/L,"[156.0, 151.0]","[0.332, 0.6679999999999999]",[73],[1.0]
0.9714,288.15,Log solubility,g/L,"[156.0, 151.0]","[0.42700000000000005, 0.573]",[73],[1.0]
1.0083,293.15,Log solubility,g/L,"[156.0, 151.0]","[0.42700000000000005, 0.573]",[73],[1.0]
1.0774,298.15,Log solubility,g/L,"[156.0, 151.0]","[0.42700000000000005, 0.573]",[73],[1.0]
1.1304,303.15,Log solubility,g/L,"[156.0, 151.0]","[0.42700000000000005, 0.573]",[73],[1.0]
1.1863,308.15,Log solubility,g/L,"[156.0, 151.0]","[0.42700000000000005, 0.573]",[73],[1.0]
1.2779,313.15,Log solubility,g/L,"[156.0, 151.0]","[0.42700000000000005, 0.573]",[73],[1.0]
1.3288,318.15,Log solubility,g/L,"[156.0, 151.0]","[0.42700000000000005, 0.573]",[73],[1.0]
1.3945,323.15,Log solubility,g/L,"[156.0, 151.0]","[0.42700000000000005, 0.573]",[73],[1.0]
1.4561,328.15,Log solubility,g/L,"[156.0, 151.0]","[0.42700000000000005, 0.573]",[73],[1.0]
0.9802,288.15,Log solubility,g/L,"[156.0, 151.0]","[0.528, 0.47200000000000003]",[73],[1.0]
1.015,293.15,Log solubility,g/L,"[156.0, 151.0]","[0.528, 0.47200000000000003]",[73],[1.0]
1.0807,298.15,Log solubility,g/L,"[156.0, 151.0]","[0.528, 0.47200000000000003]",[73],[1.0]
1.1533,303.15,Log solubility,g/L,"[156.0, 151.0]","[0.528, 0.47200000000000003]",[73],[1.0]
1.1912,308.15,Log solubility,g/L,"[156.0, 151.0]","[0.528, 0.47200000000000003]",[73],[1.0]
1.2746,313.15,Log solubility,g/L,"[156.0, 151.0]","[0.528, 0.47200000000000003]",[73],[1.0]
1.3286,318.15,Log solubility,g/L,"[156.0, 151.0]","[0.528, 0.47200000000000003]",[73],[1.0]
1.3945,323.15,Log solubility,g/L,"[156.0, 151.0]","[0.528, 0.47200000000000003]",[73],[1.0]
1.4547,328.15,Log solubility,g/L,"[156.0, 151.0]","[0.528, 0.47200000000000003]",[73],[1.0]
0.9872,288.15,Log solubility,g/L,"[156.0, 151.0]","[0.635, 0.365]",[73],[1.0]
1.0281,293.15,Log solubility,g/L,"[156.0, 151.0]","[0.635, 0.365]",[73],[1.0]
1.0864,298.15,Log solubility,g/L,"[156.0, 151.0]","[0.635, 0.365]",[73],[1.0]
1.1645,303.15,Log solubility,g/L,"[156.0, 151.0]","[0.635, 0.365]",[73],[1.0]
1.1922,308.15,Log solubility,g/L,"[156.0, 151.0]","[0.635, 0.365]",[73],[1.0]
1.2731,313.15,Log solubility,g/L,"[156.0, 151.0]","[0.635, 0.365]",[73],[1.0]
1.3278,318.15,Log solubility,g/L,"[156.0, 151.0]","[0.635, 0.365]",[73],[1.0]
1.3956,323.15,Log solubility,g/L,"[156.0, 151.0]","[0.635, 0.365]",[73],[1.0]
1.4514,328.15,Log solubility,g/L,"[156.0, 151.0]","[0.635, 0.365]",[73],[1.0]
0.9545,288.15,Log solubility,g/L,"[156.0, 151.0]","[0.7490000000000001, 0.251]",[73],[1.0]
0.9844,293.15,Log solubility,g/L,"[156.0, 151.0]","[0.7490000000000001, 0.251]",[73],[1.0]
1.0569,298.15,Log solubility,g/L,"[156.0, 151.0]","[0.7490000000000001, 0.251]",[73],[1.0]
1.1342,303.15,Log solubility,g/L,"[156.0, 151.0]","[0.7490000000000001, 0.251]",[73],[1.0]
1.1684,308.15,Log solubility,g/L,"[156.0, 151.0]","[0.7490000000000001, 0.251]",[73],[1.0]
1.2416,313.15,Log solubility,g/L,"[156.0, 151.0]","[0.7490000000000001, 0.251]",[73],[1.0]
1.3066,318.15,Log solubility,g/L,"[156.0, 151.0]","[0.7490000000000001, 0.251]",[73],[1.0]
1.3774,323.15,Log solubility,g/L,"[156.0, 151.0]","[0.7490000000000001, 0.251]",[73],[1.0]
1.4312,328.15,Log solubility,g/L,"[156.0, 151.0]","[0.7490000000000001, 0.251]",[73],[1.0]
-1.8513,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.1, 0.9]",[74],[1.0]
-1.618,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.2, 0.8]",[74],[1.0]
-1.4901,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.3, 0.7]",[74],[1.0]
-1.0759,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.4, 0.6]",[74],[1.0]
-0.7383,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.5, 0.5]",[74],[1.0]
-0.4377,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.6, 0.4]",[74],[1.0]
-0.2416,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.7, 0.3]",[74],[1.0]
-0.0154,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.8, 0.2]",[74],[1.0]
0.1456,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.9, 0.1]",[74],[1.0]
-1.7238,293.15,Log solubility,g/L,"[129.0, 144.0]","[0.1, 0.9]",[74],[1.0]
-1.5185,293.15,Log solubility,g/L,"[129.0, 144.0]","[0.2, 0.8]",[74],[1.0]
-1.3089,293.15,Log solubility,g/L,"[129.0, 144.0]","[0.3, 0.7]",[74],[1.0]
-0.9743,293.15,Log solubility,g/L,"[129.0, 144.0]","[0.4, 0.6]",[74],[1.0]
-0.6154,293.15,Log solubility,g/L,"[129.0, 144.0]","[0.5, 0.5]",[74],[1.0]
-0.3635,293.15,Log solubility,g/L,"[129.0, 144.0]","[0.6, 0.4]",[74],[1.0]
-0.1375,293.15,Log solubility,g/L,"[129.0, 144.0]","[0.7, 0.3]",[74],[1.0]
0.0932,293.15,Log solubility,g/L,"[129.0, 144.0]","[0.8, 0.2]",[74],[1.0]
0.2754,293.15,Log solubility,g/L,"[129.0, 144.0]","[0.9, 0.1]",[74],[1.0]
-1.6129,303.15,Log solubility,g/L,"[129.0, 144.0]","[0.1, 0.9]",[74],[1.0]
-1.3807,303.15,Log solubility,g/L,"[129.0, 144.0]","[0.2, 0.8]",[74],[1.0]
-1.1918,303.15,Log solubility,g/L,"[129.0, 144.0]","[0.3, 0.7]",[74],[1.0]
-0.8879,303.15,Log solubility,g/L,"[129.0, 144.0]","[0.4, 0.6]",[74],[1.0]
-0.5053,303.15,Log solubility,g/L,"[129.0, 144.0]","[0.5, 0.5]",[74],[1.0]
-0.2734,303.15,Log solubility,g/L,"[129.0, 144.0]","[0.6, 0.4]",[74],[1.0]
-0.0453,303.15,Log solubility,g/L,"[129.0, 144.0]","[0.7, 0.3]",[74],[1.0]
0.1993,303.15,Log solubility,g/L,"[129.0, 144.0]","[0.8, 0.2]",[74],[1.0]
0.3805,303.15,Log solubility,g/L,"[129.0, 144.0]","[0.9, 0.1]",[74],[1.0]
-1.5347,313.15,Log solubility,g/L,"[129.0, 144.0]","[0.1, 0.9]",[74],[1.0]
-1.2615,313.15,Log solubility,g/L,"[129.0, 144.0]","[0.2, 0.8]",[74],[1.0]
-1.104,313.15,Log solubility,g/L,"[129.0, 144.0]","[0.3, 0.7]",[74],[1.0]
-0.7995,313.15,Log solubility,g/L,"[129.0, 144.0]","[0.4, 0.6]",[74],[1.0]
-0.407,313.15,Log solubility,g/L,"[129.0, 144.0]","[0.5, 0.5]",[74],[1.0]
-0.1681,313.15,Log solubility,g/L,"[129.0, 144.0]","[0.6, 0.4]",[74],[1.0]
0.0691,313.15,Log solubility,g/L,"[129.0, 144.0]","[0.7, 0.3]",[74],[1.0]
0.3093,313.15,Log solubility,g/L,"[129.0, 144.0]","[0.8, 0.2]",[74],[1.0]
0.485,313.15,Log solubility,g/L,"[129.0, 144.0]","[0.9, 0.1]",[74],[1.0]
-1.4642,323.15,Log solubility,g/L,"[129.0, 144.0]","[0.1, 0.9]",[74],[1.0]
-1.1345,323.15,Log solubility,g/L,"[129.0, 144.0]","[0.2, 0.8]",[74],[1.0]
-1.0098,323.15,Log solubility,g/L,"[129.0, 144.0]","[0.3, 0.7]",[74],[1.0]
-0.7167,323.15,Log solubility,g/L,"[129.0, 144.0]","[0.4, 0.6]",[74],[1.0]
-0.308,323.15,Log solubility,g/L,"[129.0, 144.0]","[0.5, 0.5]",[74],[1.0]
-0.0941,323.15,Log solubility,g/L,"[129.0, 144.0]","[0.6, 0.4]",[74],[1.0]
0.1807,323.15,Log solubility,g/L,"[129.0, 144.0]","[0.7, 0.3]",[74],[1.0]
0.4176,323.15,Log solubility,g/L,"[129.0, 144.0]","[0.8, 0.2]",[74],[1.0]
0.5956,323.15,Log solubility,g/L,"[129.0, 144.0]","[0.9, 0.1]",[74],[1.0]
1.5416,278.15,Log solubility,g/L,"[142.0, 145.0]","[0.83016, 0.16984000000000002]",[75],[1.0]
1.4787,278.15,Log solubility,g/L,"[142.0, 145.0]","[0.740346, 0.259654]",[75],[1.0]
1.4403,278.15,Log solubility,g/L,"[142.0, 145.0]","[0.647012, 0.352988]",[75],[1.0]
1.3902,278.15,Log solubility,g/L,"[142.0, 145.0]","[0.5499499999999999, 0.45005]",[75],[1.0]
1.2865,278.15,Log solubility,g/L,"[142.0, 145.0]","[0.44892899999999997, 0.551071]",[75],[1.0]
1.1349,278.15,Log solubility,g/L,"[142.0, 145.0]","[0.34370399999999995, 0.656296]",[75],[1.0]
0.9694,278.15,Log solubility,g/L,"[142.0, 145.0]","[0.23400600000000002, 0.7659940000000001]",[75],[1.0]
1.5567,283.15,Log solubility,g/L,"[142.0, 145.0]","[0.83016, 0.16984000000000002]",[75],[1.0]
1.5021,283.15,Log solubility,g/L,"[142.0, 145.0]","[0.740346, 0.259654]",[75],[1.0]
1.4608,283.15,Log solubility,g/L,"[142.0, 145.0]","[0.647012, 0.352988]",[75],[1.0]
1.4146,283.15,Log solubility,g/L,"[142.0, 145.0]","[0.5499499999999999, 0.45005]",[75],[1.0]
1.3108,283.15,Log solubility,g/L,"[142.0, 145.0]","[0.44892899999999997, 0.551071]",[75],[1.0]
1.1663,283.15,Log solubility,g/L,"[142.0, 145.0]","[0.34370399999999995, 0.656296]",[75],[1.0]
1.0038,283.15,Log solubility,g/L,"[142.0, 145.0]","[0.23400600000000002, 0.7659940000000001]",[75],[1.0]
1.5762,288.15,Log solubility,g/L,"[142.0, 145.0]","[0.83016, 0.16984000000000002]",[75],[1.0]
1.5224,288.15,Log solubility,g/L,"[142.0, 145.0]","[0.740346, 0.259654]",[75],[1.0]
1.4841,288.15,Log solubility,g/L,"[142.0, 145.0]","[0.647012, 0.352988]",[75],[1.0]
1.4404,288.15,Log solubility,g/L,"[142.0, 145.0]","[0.5499499999999999, 0.45005]",[75],[1.0]
1.3393,288.15,Log solubility,g/L,"[142.0, 145.0]","[0.44892899999999997, 0.551071]",[75],[1.0]
1.2003,288.15,Log solubility,g/L,"[142.0, 145.0]","[0.34370399999999995, 0.656296]",[75],[1.0]
1.0403,288.15,Log solubility,g/L,"[142.0, 145.0]","[0.23400600000000002, 0.7659940000000001]",[75],[1.0]
1.5908,293.15,Log solubility,g/L,"[142.0, 145.0]","[0.83016, 0.16984000000000002]",[75],[1.0]
1.5427,293.15,Log solubility,g/L,"[142.0, 145.0]","[0.740346, 0.259654]",[75],[1.0]
1.5083,293.15,Log solubility,g/L,"[142.0, 145.0]","[0.647012, 0.352988]",[75],[1.0]
1.4625,293.15,Log solubility,g/L,"[142.0, 145.0]","[0.5499499999999999, 0.45005]",[75],[1.0]
1.3653,293.15,Log solubility,g/L,"[142.0, 145.0]","[0.44892899999999997, 0.551071]",[75],[1.0]
1.2362,293.15,Log solubility,g/L,"[142.0, 145.0]","[0.34370399999999995, 0.656296]",[75],[1.0]
1.0802,293.15,Log solubility,g/L,"[142.0, 145.0]","[0.23400600000000002, 0.7659940000000001]",[75],[1.0]
1.6097,298.15,Log solubility,g/L,"[142.0, 145.0]","[0.83016, 0.16984000000000002]",[75],[1.0]
1.5665,298.15,Log solubility,g/L,"[142.0, 145.0]","[0.740346, 0.259654]",[75],[1.0]
1.5336,298.15,Log solubility,g/L,"[142.0, 145.0]","[0.647012, 0.352988]",[75],[1.0]
1.4879,298.15,Log solubility,g/L,"[142.0, 145.0]","[0.5499499999999999, 0.45005]",[75],[1.0]
1.3929,298.15,Log solubility,g/L,"[142.0, 145.0]","[0.44892899999999997, 0.551071]",[75],[1.0]
1.271,298.15,Log solubility,g/L,"[142.0, 145.0]","[0.34370399999999995, 0.656296]",[75],[1.0]
1.1213,298.15,Log solubility,g/L,"[142.0, 145.0]","[0.23400600000000002, 0.7659940000000001]",[75],[1.0]
1.6291,303.15,Log solubility,g/L,"[142.0, 145.0]","[0.83016, 0.16984000000000002]",[75],[1.0]
1.5883,303.15,Log solubility,g/L,"[142.0, 145.0]","[0.740346, 0.259654]",[75],[1.0]
1.5597,303.15,Log solubility,g/L,"[142.0, 145.0]","[0.647012, 0.352988]",[75],[1.0]
1.5142,303.15,Log solubility,g/L,"[142.0, 145.0]","[0.5499499999999999, 0.45005]",[75],[1.0]
1.4193,303.15,Log solubility,g/L,"[142.0, 145.0]","[0.44892899999999997, 0.551071]",[75],[1.0]
1.3091,303.15,Log solubility,g/L,"[142.0, 145.0]","[0.34370399999999995, 0.656296]",[75],[1.0]
1.1585,303.15,Log solubility,g/L,"[142.0, 145.0]","[0.23400600000000002, 0.7659940000000001]",[75],[1.0]
1.6475,308.15,Log solubility,g/L,"[142.0, 145.0]","[0.83016, 0.16984000000000002]",[75],[1.0]
1.6118,308.15,Log solubility,g/L,"[142.0, 145.0]","[0.740346, 0.259654]",[75],[1.0]
1.5839,308.15,Log solubility,g/L,"[142.0, 145.0]","[0.647012, 0.352988]",[75],[1.0]
1.5392,308.15,Log solubility,g/L,"[142.0, 145.0]","[0.5499499999999999, 0.45005]",[75],[1.0]
1.4463,308.15,Log solubility,g/L,"[142.0, 145.0]","[0.44892899999999997, 0.551071]",[75],[1.0]
1.3447,308.15,Log solubility,g/L,"[142.0, 145.0]","[0.34370399999999995, 0.656296]",[75],[1.0]
1.1974,308.15,Log solubility,g/L,"[142.0, 145.0]","[0.23400600000000002, 0.7659940000000001]",[75],[1.0]
1.6667,313.15,Log solubility,g/L,"[142.0, 145.0]","[0.83016, 0.16984000000000002]",[75],[1.0]
1.6365,313.15,Log solubility,g/L,"[142.0, 145.0]","[0.740346, 0.259654]",[75],[1.0]
1.611,313.15,Log solubility,g/L,"[142.0, 145.0]","[0.647012, 0.352988]",[75],[1.0]
1.5637,313.15,Log solubility,g/L,"[142.0, 145.0]","[0.5499499999999999, 0.45005]",[75],[1.0]
1.4753,313.15,Log solubility,g/L,"[142.0, 145.0]","[0.44892899999999997, 0.551071]",[75],[1.0]
1.3799,313.15,Log solubility,g/L,"[142.0, 145.0]","[0.34370399999999995, 0.656296]",[75],[1.0]
1.2355,313.15,Log solubility,g/L,"[142.0, 145.0]","[0.23400600000000002, 0.7659940000000001]",[75],[1.0]
1.6876,318.15,Log solubility,g/L,"[142.0, 145.0]","[0.83016, 0.16984000000000002]",[75],[1.0]
1.6623,318.15,Log solubility,g/L,"[142.0, 145.0]","[0.740346, 0.259654]",[75],[1.0]
1.6386,318.15,Log solubility,g/L,"[142.0, 145.0]","[0.647012, 0.352988]",[75],[1.0]
1.5932,318.15,Log solubility,g/L,"[142.0, 145.0]","[0.5499499999999999, 0.45005]",[75],[1.0]
1.5042,318.15,Log solubility,g/L,"[142.0, 145.0]","[0.44892899999999997, 0.551071]",[75],[1.0]
1.4175,318.15,Log solubility,g/L,"[142.0, 145.0]","[0.34370399999999995, 0.656296]",[75],[1.0]
1.2705,318.15,Log solubility,g/L,"[142.0, 145.0]","[0.23400600000000002, 0.7659940000000001]",[75],[1.0]
1.7106,323.15,Log solubility,g/L,"[142.0, 145.0]","[0.83016, 0.16984000000000002]",[75],[1.0]
1.6878,323.15,Log solubility,g/L,"[142.0, 145.0]","[0.740346, 0.259654]",[75],[1.0]
1.6662,323.15,Log solubility,g/L,"[142.0, 145.0]","[0.647012, 0.352988]",[75],[1.0]
1.6212,323.15,Log solubility,g/L,"[142.0, 145.0]","[0.5499499999999999, 0.45005]",[75],[1.0]
1.5341,323.15,Log solubility,g/L,"[142.0, 145.0]","[0.44892899999999997, 0.551071]",[75],[1.0]
1.4576,323.15,Log solubility,g/L,"[142.0, 145.0]","[0.34370399999999995, 0.656296]",[75],[1.0]
1.3098,323.15,Log solubility,g/L,"[142.0, 145.0]","[0.23400600000000002, 0.7659940000000001]",[75],[1.0]
1.5775,278.15,Log solubility,g/L,"[142.0, 144.0]","[0.6948829999999999, 0.305117]",[75],[1.0]
1.553,278.15,Log solubility,g/L,"[142.0, 144.0]","[0.57054, 0.42945999999999995]",[75],[1.0]
1.5394,278.15,Log solubility,g/L,"[142.0, 144.0]","[0.46063699999999996, 0.539363]",[75],[1.0]
1.5211,278.15,Log solubility,g/L,"[142.0, 144.0]","[0.362797, 0.637203]",[75],[1.0]
1.4739,278.15,Log solubility,g/L,"[142.0, 144.0]","[0.275138, 0.724862]",[75],[1.0]
1.433,278.15,Log solubility,g/L,"[142.0, 144.0]","[0.196148, 0.803852]",[75],[1.0]
1.29,278.15,Log solubility,g/L,"[142.0, 144.0]","[0.12460399999999999, 0.875396]",[75],[1.0]
1.5913,283.15,Log solubility,g/L,"[142.0, 144.0]","[0.6948829999999999, 0.305117]",[75],[1.0]
1.5713,283.15,Log solubility,g/L,"[142.0, 144.0]","[0.57054, 0.42945999999999995]",[75],[1.0]
1.5566,283.15,Log solubility,g/L,"[142.0, 144.0]","[0.46063699999999996, 0.539363]",[75],[1.0]
1.543,283.15,Log solubility,g/L,"[142.0, 144.0]","[0.362797, 0.637203]",[75],[1.0]
1.5058,283.15,Log solubility,g/L,"[142.0, 144.0]","[0.275138, 0.724862]",[75],[1.0]
1.4566,283.15,Log solubility,g/L,"[142.0, 144.0]","[0.196148, 0.803852]",[75],[1.0]
1.3267,283.15,Log solubility,g/L,"[142.0, 144.0]","[0.12460399999999999, 0.875396]",[75],[1.0]
1.6082,288.15,Log solubility,g/L,"[142.0, 144.0]","[0.6948829999999999, 0.305117]",[75],[1.0]
1.5924,288.15,Log solubility,g/L,"[142.0, 144.0]","[0.57054, 0.42945999999999995]",[75],[1.0]
1.5779,288.15,Log solubility,g/L,"[142.0, 144.0]","[0.46063699999999996, 0.539363]",[75],[1.0]
1.5672,288.15,Log solubility,g/L,"[142.0, 144.0]","[0.362797, 0.637203]",[75],[1.0]
1.5319,288.15,Log solubility,g/L,"[142.0, 144.0]","[0.275138, 0.724862]",[75],[1.0]
