value,"Temperature, K",property,unit,cmp_ids_solvent,cmp_mole_fractions_solvent,cmp_ids_drug,cmp_mole_fractions_drug,Solvent1_id,Solvent1_frac,Solvent2_id,Solvent2_frac,Solvent1_name,Solvent2_name,drug_mol,Solvent1_smiles,Solvent2_smiles,Solvent1_mol,Solvent2_mol,drug_HBA,drug_HBD,drug_logP,drug_TPSA,Solvent1_HBA,Solvent1_HBD,Solvent1_logP,Solvent1_TPSA,Solvent2_HBA,Solvent2_HBD,Solvent2_logP,Solvent2_TPSA,Solvent1_Dielectric,Solvent1_δD,Solvent1_δP,Solvent1_δH,Solvent2_Dielectric,Solvent2_δD,Solvent2_δP,Solvent2_δH,drug_δD,drug_δP,drug_δH,Solvent1_Solvent2_Ra,drug_Dielectric,drug_fp,Solvent1_fp,Solvent2_fp,ILR_coordinate,weighted_HBA,weighted_HBD,weighted_logP,weighted_TPSA,weighted_Dielectric,weighted_fp
0.067,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[49],[1.0],144,0.15835000000000002,129,0.84165,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA85F0>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x00000208766B6490>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6DE70>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,31.637430622364388,15.178571428571429,17.857142857142858,5.631009712958478,74.82796625,15.376984126984127,15.873015873015873,39.04782145215469,16.865079365079367,7.936507936507937,6.461814425,33.47801572819973,7.841589386454042,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792A9070>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E0A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CFB50>,-1.181261814,0.15835000000000002,0,-0.610202257,30.2791215,67.98874493,[0. 0. 0. ... 0. 0. 0.]
0.157,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[49],[1.0],144,0.15835000000000002,129,0.84165,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA84A0>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x00000208766B7920>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6DA80>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,29.059368673540536,15.118577075098814,17.786561264822133,5.410214664,73.1502,15.316205533596838,15.810276679841897,37.516734473135756,16.798418972332016,7.905138339920948,6.208443057020102,32.16971468706737,7.763564268388065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792A9000>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E110>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CFBC0>,-1.181261814,0.15835000000000002,0,-0.610202257,30.2791215,66.16841685945514,[0. 0. 0. ... 0. 0. 0.]
0.2396,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[49],[1.0],144,0.15835000000000002,129,0.84165,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA8190>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F610>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6DB60>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,26.69138710359786,15.059055118110237,17.716535433070867,5.1980771126938885,71.51096374999999,15.255905511811024,15.748031496062993,36.045682273270735,16.73228346456693,7.874015748031496,5.965006522763479,30.912857393047048,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792A8E40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E180>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CFC30>,-1.181261814,0.15835000000000002,0,-0.610202257,30.2791215,64.41378378804221,[0. 0. 0. ... 0. 0. 0.]
0.3238,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[49],[1.0],144,0.15835000000000002,129,0.84165,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA9310>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915D700>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6DC40>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,24.516366942369274,15,17.64705882352941,4.994257593775689,69.90920000000001,15.196078431372548,15.686274509803921,34.632310855198625,16.666666666666664,7.8431372549019605,5.731115271545873,29.705431544700588,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792A8BA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E1F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CFCA0>,-1.181261814,0.15835000000000002,0,-0.610202257,30.2791215,62.72124488532418,[0. 0. 0. ... 0. 0. 0.]
0.0341,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[49],[1.0],144,0.226404,129,0.773596,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA9150>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915CCF0>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6DD20>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,52.68553464613476,15.54878048780488,18.29268292682927,7.158416313050043,85.76291375,15.752032520325205,16.260162601626018,49.63950984295357,17.276422764227643,8.130081300813009,8.214576096942672,42.53163166,8.326486193539106,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792A8B30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E260>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CFD10>,-0.868842438,0.226404,0,-0.51801767,29.75442516,78.27406281,[0. 0. 0. ... 0. 0. 0.]
0.1341,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[49],[1.0],144,0.226404,129,0.773596,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA9A10>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915D8C0>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6DE00>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,48.39231078273337,15.48582995951417,18.21862348178138,6.877730794634192,83.83175999999999,15.68825910931174,16.194331983805668,47.69311682180759,17.206477732793523,8.097165991902834,7.892477961,40.86755929657055,8.243636271628136,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792A8820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E2D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CFD80>,-0.868842438,0.226404,0,-0.51801767,29.75442516,75.80812693941395,[0. 0. 0. ... 0. 0. 0.]
0.2244,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[49],[1.0],144,0.226404,129,0.773596,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA9930>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915D310>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6C890>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,44.44893192,15.423387096774194,18.14516129032258,6.608051112817248,81.94548125,15.625,16.129032258064516,45.823042962650746,17.137096774193548,8.064516129032258,7.583009473724711,39.26885474658269,8.161610720214046,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792A8200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E340>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CFDF0>,-0.868842438,0.226404,0,-0.51801767,29.75442516,73.45611249651259,[0. 0. 0. ... 0. 0. 0.]
0.3179,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[49],[1.0],144,0.226404,129,0.773596,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FABD80>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F760>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6C820>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,40.82689000118995,15.361445783132531,18.072289156626507,6.348945722573568,80.10301999999999,15.562248995983936,16.06425702811245,44.026295748338015,17.06827309236948,8.032128514056225,7.285675419346718,37.73295887833716,8.080401336673344,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792A9D20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E3B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CFE60>,-0.868842438,0.226404,0,-0.51801767,29.75442516,71.21074706,[0. 0. 0. ... 0. 0. 0.]
0.4103,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[49],[1.0],144,0.226404,129,0.773596,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FAB1B0>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F370>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6C6D0>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,37.5,15.3,18,6.1,78.30331874999999,15.5,16,42.3,17,8,7,36.257413035129794,8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792A9EE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E420>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CFED0>,-0.868842438,0.226404,0,-0.51801767,29.75442516,69.06528417172498,[0. 0. 0. ... 0. 0. 0.]
0.4998,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[49],[1.0],144,0.226404,129,0.773596,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FAAFF0>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F920>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6CC10>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,34.444210665054655,15.239043824701197,17.928286852589643,5.860815578829171,76.54531999999999,15.43824701195219,15.936254980079681,40.64139327614327,16.932270916334662,7.968127490039841,6.725526074066262,34.8398551,7.920398669993345,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792A9F50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E490>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793CFF40>,-0.868842438,0.226404,0,-0.51801767,29.75442516,67.01346044213102,[0. 0. 0. ... 0. 0. 0.]
0.5866,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[49],[1.0],144,0.226404,129,0.773596,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FAB530>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F290>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6CBA0>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,31.637430622364388,15.178571428571429,17.857142857142858,5.631009712958478,74.82796625,15.376984126984127,15.873015873015873,39.04782145215469,16.865079365079367,7.936507936507937,6.461814425,33.47801572819973,7.841589386454042,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AAC70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E500>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C68040>,-0.868842438,0.226404,0,-0.51801767,29.75442516,65.04945622176079,[0. 0. 0. ... 0. 0. 0.]
0.6703,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[49],[1.0],144,0.226404,129,0.773596,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FAA500>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F530>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6CA50>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,29.059368673540536,15.118577075098814,17.786561264822133,5.410214664,73.1502,15.316205533596838,15.810276679841897,37.516734473135756,16.798418972332016,7.905138339920948,6.208443057020102,32.16971468706737,7.763564268388065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AACE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E570>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C680B0>,-0.868842438,0.226404,0,-0.51801767,29.75442516,63.167859424364266,[0. 0. 0. ... 0. 0. 0.]
0.7501,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[49],[1.0],144,0.226404,129,0.773596,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FAB0D0>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915EB20>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6CF90>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,26.69138710359786,15.059055118110237,17.716535433070867,5.1980771126938885,71.51096374999999,15.255905511811024,15.748031496062993,36.045682273270735,16.73228346456693,7.874015748031496,5.965006522763479,30.912857393047048,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AAD50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E5E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C68120>,-0.868842438,0.226404,0,-0.51801767,29.75442516,61.36363231894796,[0. 0. 0. ... 0. 0. 0.]
0.8314,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[49],[1.0],144,0.226404,129,0.773596,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA9D20>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915FD10>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6CF20>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,24.516366942369274,15,17.64705882352941,4.994257593775689,69.90920000000001,15.196078431372548,15.686274509803921,34.632310855198625,16.666666666666664,7.8431372549019605,5.731115271545873,29.705431544700588,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AADC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E650>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C68190>,-0.868842438,0.226404,0,-0.51801767,29.75442516,59.632081024420174,[0. 0. 0. ... 0. 0. 0.]
0.5041,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[49],[1.0],144,0.305072,129,0.694928,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA9620>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915FAE0>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6CDD0>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,52.68553464613476,15.54878048780488,18.29268292682927,7.158416313050043,85.76291375,15.752032520325205,16.260162601626018,49.63950984295357,17.276422764227643,8.130081300813009,8.214576096942672,42.53163166,8.326486193539106,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AAE30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E6C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C68200>,-0.582133032,0.305072,0,-0.41145557,29.147894880000003,75.67193155202563,[0. 0. 0. ... 0. 0. 0.]
0.5957,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[49],[1.0],144,0.305072,129,0.694928,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FAB370>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915FC30>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6D310>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,48.39231078273337,15.48582995951417,18.21862348178138,6.877730794634192,83.83175999999999,15.68825910931174,16.194331983805668,47.69311682180759,17.206477732793523,8.097165991902834,7.892477961,40.86755929657055,8.243636271628136,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AAEA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E730>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C68270>,-0.582133032,0.305072,0,-0.41145557,29.147894880000003,73.02017634839002,[0. 0. 0. ... 0. 0. 0.]
0.6781,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[49],[1.0],144,0.305072,129,0.694928,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA94D0>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F990>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6D2A0>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,44.44893192,15.423387096774194,18.14516129032258,6.608051112817248,81.94548125,15.625,16.129032258064516,45.823042962650746,17.137096774193548,8.064516129032258,7.583009473724711,39.26885474658269,8.161610720214046,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AAF10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E7A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C682E0>,-0.582133032,0.305072,0,-0.41145557,29.147894880000003,70.50633395417525,[0. 0. 0. ... 0. 0. 0.]
0.759,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[49],[1.0],144,0.305072,129,0.694928,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FABA70>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F5A0>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6D150>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,40.82689000118995,15.361445783132531,18.072289156626507,6.348945722573568,80.10301999999999,15.562248995983936,16.06425702811245,44.026295748338015,17.06827309236948,8.032128514056225,7.285675419346718,37.73295887833716,8.080401336673344,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AAF80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E810>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C68350>,-0.582133032,0.305072,0,-0.41145557,29.147894880000003,68.12097246900301,[0. 0. 0. ... 0. 0. 0.]
0.8413,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[49],[1.0],144,0.305072,129,0.694928,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FAB840>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915FE60>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6D690>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,37.5,15.3,18,6.1,78.30331874999999,15.5,16,42.3,17,8,7,36.257413035129794,8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AAFF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E880>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C683C0>,-0.582133032,0.305072,0,-0.41145557,29.147894880000003,65.85536869229999,[0. 0. 0. ... 0. 0. 0.]
0.917,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[49],[1.0],144,0.305072,129,0.694928,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FAB760>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F4C0>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6D620>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,34.444210665054655,15.239043824701197,17.928286852589643,5.860815578829171,76.54531999999999,15.43824701195219,15.936254980079681,40.64139327614327,16.932270916334662,7.968127490039841,6.725526074066262,34.8398551,7.920398669993345,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AB060>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E8F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C68430>,-0.582133032,0.305072,0,-0.41145557,29.147894880000003,63.701450372969546,[0. 0. 0. ... 0. 0. 0.]
0.9904,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[49],[1.0],144,0.305072,129,0.694928,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA9A80>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915FDF0>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6D4D0>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,31.637430622364388,15.178571428571429,17.857142857142858,5.631009712958478,74.82796625,15.376984126984127,15.873015873015873,39.04782145215469,16.865079365079367,7.936507936507937,6.461814425,33.47801572819973,7.841589386454042,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AB0D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E960>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C684A0>,-0.582133032,0.305072,0,-0.41145557,29.147894880000003,61.651743165005946,[0. 0. 0. ... 0. 0. 0.]
1.0619,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[49],[1.0],144,0.305072,129,0.694928,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FAA880>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915FD80>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6DA10>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,29.059368673540536,15.118577075098814,17.786561264822133,5.410214664,73.1502,15.316205533596838,15.810276679841897,37.516734473135756,16.798418972332016,7.905138339920948,6.208443057020102,32.16971468706737,7.763564268388065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AB140>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5E9D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C68510>,-0.582133032,0.305072,0,-0.41145557,29.147894880000003,59.69932190557435,[0. 0. 0. ... 0. 0. 0.]
1.1321,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[49],[1.0],144,0.305072,129,0.694928,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA9D90>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915D540>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6D9A0>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,26.69138710359786,15.059055118110237,17.716535433070867,5.1980771126938885,71.51096374999999,15.255905511811024,15.748031496062993,36.045682273270735,16.73228346456693,7.874015748031496,5.965006522763479,30.912857393047048,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AB1B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5EA40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C68580>,-0.582133032,0.305072,0,-0.41145557,29.147894880000003,57.83776586,[0. 0. 0. ... 0. 0. 0.]
1.1973,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[49],[1.0],144,0.305072,129,0.694928,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA9B60>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F450>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6D850>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,24.516366942369274,15,17.64705882352941,4.994257593775689,69.90920000000001,15.196078431372548,15.686274509803921,34.632310855198625,16.666666666666664,7.8431372549019605,5.731115271545873,29.705431544700588,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AB220>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5EAB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C685F0>,-0.582133032,0.305072,0,-0.41145557,29.147894880000003,56.061117633442485,[0. 0. 0. ... 0. 0. 0.]
0.8267,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[49],[1.0],144,0.397044,129,0.602956,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA8510>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915D5B0>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6C190>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,52.68553464613476,15.54878048780488,18.29268292682927,7.158416313050043,85.76291375,15.752032520325205,16.260162601626018,49.63950984295357,17.276422764227643,8.130081300813009,8.214576096942672,42.53163166,8.326486193539106,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AB290>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5EB20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C68660>,-0.295427177,0.397044,0,-0.286872138,28.438790760000003,72.62973884108493,[0. 0. 0. ... 0. 0. 0.]
0.9105,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[49],[1.0],144,0.397044,129,0.602956,Acetonitrile,Water,<rdkit.Chem.rdchem.Mol object at 0x0000020878FA8BA0>,N#CC,O,<rdkit.Chem.rdchem.Mol object at 0x000002087915F060>,<rdkit.Chem.rdchem.Mol object at 0x0000020876E6C120>,3,1,3.2081000000000017,72.24000000000001,1,0,0.52988,23.79,0,0,-0.8247,31.5,48.39231078273337,15.48582995951417,18.21862348178138,6.877730794634192,83.83175999999999,15.68825910931174,16.194331983805668,47.69311682180759,17.206477732793523,8.097165991902834,7.892477961,40.86755929657055,8.243636271628136,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208792AB300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020876E5EB90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878C686D0>,-0.295427177,0.397044,0,-0.286872138,28.438790760000003,69.76073932497958,[0. 0. 0. ... 0. 0. 0.]
